date_time,temperature
55:05.1,23.25
55:11.9,23.25
55:18.8,23.187
55:25.6,23.187
55:32.4,23.187
55:39.3,23.187
55:46.1,23.187
55:52.9,23.187
55:59.7,23.187
56:06.5,23.187
56:13.3,23.187
56:20.2,23.187
56:27.0,23.187
56:33.8,23.187
56:40.7,23.187
56:47.5,23.187
56:54.3,23.187
57:01.2,23.187
57:08.0,23.187
57:14.8,23.187
57:21.7,23.187
57:28.5,23.187
57:35.3,23.187
57:42.1,23.187
57:48.9,23.187
57:55.7,23.187
58:02.6,23.187
58:09.4,23.187
58:16.2,23.187
58:23.1,23.187
58:29.9,23.187
58:36.7,23.187
58:43.6,23.187
58:50.4,23.187
58:57.2,23.187
59:04.1,23.187
59:10.9,23.187
59:17.7,23.187
59:24.5,23.187
59:31.3,23.187
59:38.1,23.187
59:45.0,23.187
59:51.8,23.187
59:58.6,23.187
00:05.5,23.187
00:12.3,23.187
00:19.1,23.125
00:26.0,23.125
00:32.8,23.187
00:39.6,23.187
00:46.5,23.125
00:53.3,23.125
01:00.1,23.125
01:06.9,23.125
01:13.7,23.125
01:20.5,23.125
01:27.4,23.125
01:34.2,23.125
01:41.0,23.125
01:47.9,23.125
01:54.7,23.125
02:01.5,23.125
02:08.4,23.125
02:15.2,23.125
02:22.0,23.125
02:28.9,23.125
02:35.7,23.125
02:42.5,23.125
02:49.3,23.125
02:56.1,23.125
03:02.9,23.125
03:09.8,23.125
03:16.6,23.125
03:23.4,23.125
03:30.3,23.125
03:37.1,23.125
03:43.9,23.125
03:50.8,23.125
03:57.6,23.125
04:04.4,23.125
04:11.3,23.125
04:18.1,23.125
04:24.9,23.125
04:31.7,23.125
04:38.5,23.125
04:45.3,23.125
04:52.2,23.125
04:59.0,23.125
05:05.8,23.125
05:12.7,23.125
05:19.5,23.125
05:26.3,23.125
05:33.2,23.125
05:40.0,23.125
05:46.8,23.125
05:53.7,23.125
06:00.5,23.062
06:07.3,23.125
06:14.1,23.125
06:20.9,23.125
06:27.7,23.125
06:34.6,23.125
06:41.4,23.062
06:48.2,23.062
06:55.1,23.062
07:02.8,23.062
07:09.6,23.062
07:16.4,23.062
07:23.2,23.062
07:30.0,23.062
07:36.8,23.062
07:43.6,23.062
07:50.4,23.062
07:57.2,23.062
08:04.0,23.062
08:10.8,23.062
08:17.6,23.062
08:24.4,23.062
08:31.2,23.062
08:38.0,23.062
08:44.8,23.062
08:51.6,23.062
08:58.4,23.062
09:05.2,23.062
09:12.0,23.062
09:18.8,23.062
09:25.6,23.062
09:32.4,23.062
09:39.2,23.062
09:46.0,23.062
09:52.8,23.062
09:59.6,23.062
10:06.4,23.062
10:13.2,23.062
10:20.0,23.062
10:26.8,23.062
10:33.6,23.062
10:40.4,23.062
10:47.2,23.062
10:54.0,23.062
11:00.9,23.062
11:07.7,23.062
11:14.5,23.062
11:21.3,23.062
11:28.1,23.062
11:34.9,23.062
11:41.8,23.062
11:48.6,23.062
11:55.4,23.062
12:02.3,23.062
12:09.1,23.062
12:15.9,23.062
12:22.8,23.062
12:29.6,23.062
12:36.4,23.062
12:43.3,23.062
12:50.1,23.062
12:56.9,23.062
13:03.7,23.062
13:10.5,23.062
13:17.3,23.062
13:24.2,23.062
13:31.0,23.062
13:37.8,23.062
13:44.7,23.062
13:51.5,23.062
13:58.3,23.062
14:05.2,23.062
14:12.0,23.062
14:18.8,23.062
14:25.7,23.062
14:32.5,23.062
14:39.3,23.062
14:46.1,23.062
14:52.9,23.062
14:59.7,23.062
15:06.6,23.062
15:13.4,23.062
15:20.2,23.062
15:27.1,23.062
15:33.9,23.062
15:40.7,23.062
15:47.6,23.062
15:54.4,23.062
16:01.2,23
16:08.1,23
16:14.9,23.062
16:21.7,23
16:28.5,23
16:35.3,23
16:42.1,23
16:49.0,23
16:55.8,23
17:02.6,23
17:09.5,23
17:16.3,23
17:23.1,23
17:30.0,23
17:36.8,23
17:43.6,23
17:50.5,23
17:57.3,23
18:04.1,23
18:10.9,23
18:17.7,23
18:24.5,23
18:31.4,23
18:38.2,23
18:45.0,23
18:51.9,23
18:58.7,23
19:05.5,23
19:12.4,23
19:19.2,23
19:26.0,23
19:32.9,23
19:39.7,23
19:46.5,23
19:53.3,23
20:00.1,23
20:06.9,23
20:13.8,23
20:20.6,23
20:27.4,23
20:34.3,23
20:41.1,23
20:47.9,23
20:54.8,23
21:01.6,23
21:08.4,23
21:15.3,23
21:22.1,23
21:28.9,23
21:35.7,23
21:42.5,23
21:49.3,23
21:56.1,23
22:02.9,23
22:09.7,23
22:16.5,23
22:23.3,23
22:30.1,23
22:36.9,23
22:43.7,23
22:50.5,23
22:57.3,23
23:04.1,23
23:10.9,23
23:17.7,23
23:24.5,23
23:31.3,23
23:38.1,23
23:44.9,23
23:51.7,23
23:58.5,23
24:05.3,23
24:12.1,23
24:18.9,23
24:25.7,23
24:32.5,22.937
24:39.3,23
24:46.1,22.937
24:52.9,23
24:59.7,23
25:06.5,23
25:13.3,23
25:20.1,23
25:26.9,23
25:33.7,23
25:40.5,23
25:47.3,23
25:54.1,23
26:00.9,23
26:07.7,23
26:14.5,22.937
26:21.3,23
26:28.1,23
26:34.9,22.937
26:41.7,23
26:48.5,23
26:55.3,23
27:02.1,22.937
27:08.9,23
27:15.7,22.937
27:22.5,22.937
27:29.3,22.937
27:36.1,23
27:42.9,23
27:49.7,22.937
27:56.5,22.937
28:03.3,22.937
28:10.1,22.937
28:16.9,22.937
28:23.7,22.937
28:30.5,22.937
28:37.3,22.937
28:44.1,22.937
28:50.9,22.937
28:57.7,22.937
29:04.5,22.937
29:11.3,22.937
29:18.1,22.937
29:24.9,22.937
29:31.7,22.937
29:38.5,22.937
29:45.3,22.937
29:52.1,22.937
29:58.9,22.937
30:05.7,22.937
30:12.5,22.937
30:19.3,22.937
30:26.1,22.937
30:32.9,22.937
30:39.7,22.937
30:46.5,22.937
30:53.3,22.937
31:00.1,22.937
31:06.9,22.937
31:13.7,22.937
31:20.5,22.937
31:27.3,22.937
31:34.1,22.937
31:40.9,22.937
31:47.7,22.937
31:54.5,22.937
32:01.3,22.937
32:08.1,22.937
32:14.9,22.937
32:21.7,22.937
32:28.5,22.937
32:35.3,22.937
32:42.1,22.937
32:48.9,22.937
32:55.7,22.937
33:02.5,22.937
33:09.3,22.937
33:16.1,22.937
33:22.9,22.937
33:29.7,22.937
33:36.5,22.937
33:43.4,22.937
33:50.2,22.937
33:57.0,22.937
34:03.9,22.937
34:10.7,22.937
34:17.5,22.937
34:24.4,22.937
34:31.2,22.937
34:38.0,22.937
34:44.9,22.937
34:51.7,22.937
34:58.5,22.937
35:05.3,22.937
35:12.1,22.937
35:18.9,22.937
35:25.8,22.937
35:32.6,22.937
35:39.4,22.937
35:46.3,22.937
35:53.1,22.937
35:59.9,22.937
36:06.8,22.875
36:13.6,22.937
36:20.4,22.875
36:27.3,22.875
36:34.1,22.875
36:40.9,22.875
36:47.7,22.875
36:54.5,22.875
37:01.3,22.875
37:08.2,22.875
37:15.0,22.875
37:21.8,22.875
37:28.7,22.875
37:35.5,22.875
37:42.3,22.875
37:49.2,22.875
37:56.0,22.875
38:02.8,22.875
38:09.7,22.875
38:16.5,22.875
38:23.3,22.875
38:30.1,22.875
38:36.9,22.875
38:43.7,22.875
38:50.6,22.875
38:57.4,22.875
39:04.2,22.875
39:11.1,22.875
39:17.9,22.875
39:24.7,22.875
39:31.6,22.875
39:38.4,22.875
39:45.2,22.875
39:52.1,22.875
39:58.9,22.875
40:05.7,22.875
40:12.5,22.875
40:19.3,22.875
40:26.1,22.875
40:33.0,22.875
40:39.8,22.875
40:46.6,22.875
40:53.5,22.875
41:00.3,22.875
41:07.1,22.875
41:14.0,22.875
41:20.8,22.875
41:27.6,22.875
41:34.5,22.875
41:41.3,22.875
41:48.1,22.875
41:54.9,22.875
42:01.7,22.875
42:08.5,22.875
42:15.4,22.875
42:22.2,22.875
42:29.0,22.875
42:35.9,22.875
42:42.7,22.875
42:49.5,22.875
42:56.4,22.875
43:03.2,22.875
43:10.0,22.875
43:16.9,22.875
43:23.7,22.875
43:30.5,22.875
43:37.3,22.875
43:44.1,22.875
43:50.9,22.812
43:57.8,22.875
44:04.6,22.812
44:11.4,22.812
44:18.3,22.812
44:25.1,22.812
44:31.9,22.875
44:38.8,22.875
44:45.6,22.812
44:52.4,22.812
44:59.3,22.812
45:06.1,22.812
45:12.9,22.812
45:19.7,22.812
45:26.5,22.812
45:33.3,22.812
45:40.2,22.812
45:47.0,22.812
45:53.8,22.812
46:00.7,22.812
46:07.5,22.812
46:14.3,22.812
46:21.2,22.812
46:28.0,22.812
46:34.8,22.812
46:41.7,22.812
46:48.5,22.812
46:55.3,22.812
47:02.1,22.812
47:08.9,22.812
47:15.7,22.812
47:22.6,22.812
47:29.4,22.812
47:36.2,22.812
47:43.1,22.812
47:49.9,22.812
47:56.7,22.812
48:03.6,22.812
48:10.4,22.812
48:17.2,22.812
48:24.1,22.812
48:30.9,22.812
48:37.7,22.812
48:44.5,22.812
48:51.3,22.812
48:58.1,22.812
49:05.0,22.812
49:11.8,22.812
49:18.6,22.812
49:25.5,22.812
49:32.3,22.812
49:39.1,22.812
49:46.0,22.812
49:52.8,22.812
49:59.6,22.812
50:06.5,22.812
50:13.3,22.812
50:20.1,22.812
50:26.9,22.812
50:33.7,22.812
50:40.5,22.812
50:47.4,22.812
50:54.2,22.812
51:01.0,22.812
51:07.9,22.812
51:14.7,22.75
51:21.5,22.75
51:28.4,22.75
51:35.2,22.812
51:42.0,22.75
51:48.9,22.75
51:55.7,22.75
52:02.5,22.75
52:09.3,22.75
52:16.1,22.75
52:22.9,22.75
52:29.8,22.75
52:36.6,22.75
52:43.4,22.75
52:50.3,22.75
52:57.1,22.75
53:03.9,22.75
53:10.8,22.75
53:17.6,22.75
53:25.3,22.75
53:32.1,22.75
53:38.9,22.75
53:45.7,22.75
53:52.5,22.75
53:59.3,22.75
54:06.1,22.75
54:12.9,22.75
54:19.7,22.75
54:26.5,22.75
54:33.3,22.75
54:40.1,22.75
54:46.9,22.75
54:53.7,22.75
55:00.5,22.75
55:07.3,22.75
55:14.1,22.75
55:20.9,22.75
55:27.7,22.75
55:34.5,22.75
55:41.3,22.75
55:48.1,22.75
55:54.9,22.75
56:01.7,22.75
56:08.5,22.75
56:15.3,22.75
56:22.1,22.75
56:28.9,22.75
56:35.7,22.75
56:42.5,22.75
56:49.3,22.75
56:56.1,22.75
57:02.9,22.75
57:09.7,22.75
57:16.5,22.75
57:23.3,22.75
57:30.1,22.75
57:37.0,22.75
57:43.8,22.75
57:50.6,22.75
57:57.5,22.75
58:04.3,22.75
58:11.1,22.75
58:18.0,22.75
58:24.8,22.75
58:31.6,22.687
58:38.5,22.687
58:45.3,22.687
58:52.1,22.687
58:58.9,22.687
59:05.7,22.75
59:12.5,22.75
59:19.4,22.687
59:26.2,22.687
59:33.0,22.687
59:39.9,22.687
59:46.7,22.687
59:53.5,22.687
00:00.4,22.687
00:07.2,22.687
00:14.0,22.687
00:20.9,22.687
00:27.7,22.687
00:34.5,22.687
00:41.3,22.687
00:48.1,22.687
00:54.9,22.687
01:01.8,22.687
01:08.6,22.687
01:15.4,22.687
01:22.3,22.687
01:29.1,22.687
01:35.9,22.687
01:42.8,22.687
01:49.6,22.687
01:56.4,22.687
02:03.3,22.687
02:10.1,22.687
02:16.9,22.687
02:23.7,22.687
02:30.5,22.687
02:37.3,22.687
02:44.1,22.687
02:50.9,22.687
02:57.7,22.687
03:04.5,22.687
03:11.3,22.687
03:18.1,22.687
03:24.9,22.687
03:31.7,22.687
03:38.5,22.687
03:45.4,22.687
03:52.1,22.687
03:58.9,22.687
04:05.7,22.687
04:12.5,22.687
04:19.3,22.687
04:26.1,22.687
04:32.9,22.687
04:39.7,22.687
04:46.5,22.687
04:53.3,22.687
05:00.1,22.687
05:06.9,22.687
05:13.7,22.687
05:20.5,22.687
05:27.3,22.687
05:34.1,22.687
05:40.9,22.687
05:47.7,22.687
05:54.5,22.687
06:01.3,22.625
06:08.1,22.687
06:14.9,22.625
06:21.7,22.687
06:28.5,22.687
06:35.3,22.687
06:42.1,22.625
06:48.9,22.625
06:55.7,22.625
07:02.5,22.687
07:09.3,22.687
07:16.1,22.625
07:22.9,22.625
07:29.7,22.625
07:36.5,22.625
07:43.3,22.625
07:50.1,22.625
07:56.9,22.625
08:03.7,22.625
08:10.5,22.625
08:17.3,22.625
08:24.1,22.625
08:30.9,22.625
08:37.7,22.625
08:44.5,22.625
08:51.3,22.625
08:58.1,22.625
09:04.9,22.625
09:11.7,22.625
09:18.5,22.625
09:25.3,22.625
09:32.1,22.625
09:38.9,22.625
09:45.7,22.625
09:52.5,22.625
09:59.3,22.625
10:06.1,22.625
10:12.9,22.625
10:19.7,22.625
10:26.5,22.625
10:33.3,22.625
10:40.1,22.625
10:46.9,22.625
10:53.7,22.625
11:00.5,22.625
11:07.3,22.625
11:14.1,22.625
11:20.9,22.625
11:27.7,22.625
11:34.5,22.625
11:41.3,22.625
11:48.1,22.625
11:54.9,22.625
12:01.7,22.625
12:08.5,22.625
12:15.3,22.625
12:22.1,22.625
12:28.9,22.625
12:35.7,22.562
12:42.5,22.625
12:49.3,22.625
12:56.1,22.625
13:02.9,22.562
13:09.7,22.625
13:16.5,22.625
13:23.3,22.625
13:30.1,22.562
13:36.9,22.625
13:43.7,22.562
13:50.5,22.562
13:57.3,22.562
14:04.1,22.562
14:10.9,22.562
14:17.7,22.562
14:24.5,22.562
14:31.4,22.562
14:38.2,22.562
14:45.0,22.562
14:51.9,22.562
14:58.7,22.562
15:05.5,22.562
15:12.4,22.562
15:19.2,22.562
15:26.0,22.562
15:32.9,22.562
15:39.7,22.562
15:46.5,22.562
15:53.3,22.562
16:00.1,22.562
16:06.9,22.562
16:13.9,22.562
16:20.7,22.562
16:27.5,22.562
16:34.3,22.562
16:41.1,22.562
16:47.9,22.562
16:54.8,22.562
17:01.6,22.562
17:08.4,22.562
17:15.3,22.562
17:22.1,22.562
17:28.9,22.562
17:35.7,22.562
17:43.4,22.562
17:50.2,22.562
17:57.0,22.562
18:03.8,22.562
18:10.6,22.562
18:17.4,22.562
18:24.2,22.562
18:31.0,22.562
18:37.8,22.562
18:44.6,22.562
18:51.4,22.562
18:58.2,22.562
19:05.0,22.562
19:11.8,22.562
19:18.6,22.562
19:25.4,22.562
19:32.2,22.562
19:39.0,22.562
19:45.8,22.562
19:52.6,22.562
19:59.4,22.562
20:06.2,22.562
20:13.0,22.562
20:19.8,22.562
20:26.6,22.562
20:33.4,22.562
20:40.2,22.562
20:47.0,22.562
20:53.8,22.562
21:00.6,22.562
21:07.4,22.5
21:14.2,22.5
21:21.0,22.562
21:27.8,22.5
21:34.6,22.5
21:41.5,22.5
21:48.3,22.562
21:55.1,22.5
22:02.0,22.5
22:08.8,22.5
22:15.6,22.5
22:22.5,22.5
22:29.3,22.5
22:36.1,22.5
22:42.9,22.5
22:49.7,22.5
22:56.5,22.5
23:03.4,22.5
23:10.2,22.5
23:17.0,22.5
23:23.9,22.5
23:30.7,22.5
23:37.5,22.5
23:44.4,22.5
23:51.2,22.5
23:58.0,22.5
24:04.9,22.5
24:11.7,22.5
24:18.5,22.5
24:26.2,22.5
24:33.0,22.5
24:39.8,22.5
24:46.6,22.5
24:53.4,22.5
25:00.2,22.5
25:07.0,22.5
25:13.8,22.5
25:20.6,22.5
25:27.4,22.5
25:34.2,22.5
25:41.0,22.5
25:47.8,22.5
25:54.6,22.5
26:01.4,22.5
26:08.2,22.5
26:15.0,22.5
26:21.8,22.5
26:28.6,22.5
26:35.4,22.5
26:42.2,22.5
26:49.0,22.5
26:55.8,22.5
27:02.6,22.5
27:09.4,22.5
27:16.2,22.5
27:23.0,22.5
27:29.8,22.437
27:36.6,22.5
27:43.4,22.437
27:50.2,22.5
27:57.0,22.5
28:03.8,22.5
28:10.6,22.437
28:17.4,22.437
28:24.2,22.437
28:31.1,22.5
28:37.9,22.437
28:44.7,22.5
28:51.6,22.5
28:58.4,22.437
29:05.2,22.437
29:12.1,22.437
29:18.9,22.437
29:25.7,22.5
29:32.5,22.437
29:39.3,22.437
29:46.1,22.437
29:53.0,22.437
29:59.8,22.437
30:06.6,22.437
30:13.5,22.437
30:20.3,22.437
30:27.1,22.437
30:34.0,22.437
30:40.8,22.437
30:47.6,22.437
30:54.5,22.437
31:01.3,22.437
31:08.1,22.437
31:14.9,22.437
31:21.7,22.437
31:28.5,22.437
31:35.4,22.437
31:42.2,22.437
31:49.0,22.437
31:55.9,22.437
32:02.7,22.437
32:09.5,22.437
32:16.4,22.437
32:23.2,22.437
32:30.0,22.437
32:36.9,22.437
32:43.7,22.437
32:50.5,22.437
32:57.3,22.437
33:04.1,22.437
33:10.9,22.437
33:17.8,22.437
33:24.6,22.437
33:31.4,22.437
33:38.3,22.437
33:45.1,22.437
33:51.9,22.437
33:58.8,22.437
34:05.6,22.437
34:12.4,22.437
34:19.3,22.437
34:26.1,22.437
34:32.9,22.437
34:39.7,22.437
34:46.5,22.437
34:53.3,22.437
35:00.2,22.437
35:07.0,22.437
35:13.8,22.437
35:20.7,22.437
35:27.5,22.375
35:34.3,22.437
35:41.2,22.375
35:48.0,22.375
35:54.8,22.375
36:01.7,22.375
36:08.5,22.375
36:15.3,22.375
36:22.1,22.375
36:28.9,22.375
36:35.7,22.437
36:42.6,22.375
36:49.4,22.375
36:56.2,22.375
37:03.1,22.375
37:09.9,22.375
37:16.7,22.375
37:23.6,22.375
37:30.4,22.375
37:37.2,22.375
37:44.1,22.375
37:50.9,22.375
37:57.7,22.375
38:04.5,22.375
38:11.3,22.375
38:18.1,22.375
38:25.0,22.375
38:31.8,22.375
38:38.6,22.375
38:45.5,22.375
38:52.3,22.375
38:59.1,22.375
39:06.1,22.375
39:12.9,22.375
39:19.7,22.375
39:26.5,22.375
39:33.3,22.375
39:40.1,22.375
39:46.9,22.375
39:53.7,22.375
40:00.5,22.375
40:07.4,22.375
40:14.2,22.375
40:21.0,22.375
40:27.9,22.375
40:34.7,22.375
40:41.5,22.375
40:48.4,22.375
40:55.2,22.375
41:02.0,22.375
41:08.9,22.375
41:15.7,22.375
41:22.5,22.375
41:29.3,22.375
41:36.1,22.375
41:42.9,22.375
41:49.8,22.375
41:56.6,22.375
42:03.4,22.375
42:10.3,22.375
42:17.1,22.375
42:23.9,22.375
42:30.8,22.375
42:37.6,22.375
42:44.4,22.375
42:51.3,22.375
42:58.1,22.375
43:04.9,22.375
43:11.7,22.375
43:18.5,22.375
43:26.2,22.375
43:33.0,22.375
43:39.8,22.375
43:46.6,22.312
43:53.4,22.312
44:00.2,22.375
44:07.0,22.312
44:13.8,22.312
44:20.6,22.312
44:27.4,22.375
44:34.2,22.375
44:41.0,22.312
44:47.8,22.312
44:54.6,22.312
45:01.4,22.312
45:08.2,22.312
45:15.0,22.312
45:21.8,22.312
45:28.6,22.312
45:35.4,22.312
45:42.2,22.312
45:49.0,22.312
45:55.8,22.312
46:02.6,22.312
46:09.4,22.312
46:17.1,22.312
46:23.9,22.312
46:30.7,22.312
46:37.5,22.312
46:44.3,22.312
46:51.1,22.312
46:57.9,22.312
47:04.7,22.312
47:11.5,22.312
47:18.3,22.312
47:25.1,22.312
47:31.9,22.312
47:38.7,22.312
47:45.5,22.312
47:52.3,22.312
47:59.1,22.312
48:05.9,22.312
48:12.7,22.312
48:19.5,22.312
48:26.3,22.312
48:33.1,22.312
48:39.9,22.312
48:46.7,22.312
48:53.5,22.312
49:00.3,22.312
49:07.1,22.312
49:13.9,22.312
49:20.7,22.312
49:27.5,22.312
49:34.3,22.312
49:41.1,22.312
49:47.9,22.312
49:54.7,22.312
50:01.5,22.312
50:08.3,22.312
50:15.1,22.312
50:21.9,22.312
50:28.7,22.312
50:35.5,22.312
50:42.3,22.312
50:49.1,22.312
50:55.9,22.312
51:02.8,22.312
51:09.6,22.312
51:16.4,22.312
51:23.3,22.25
51:30.1,22.312
51:36.9,22.312
51:43.7,22.312
51:50.5,22.312
51:57.3,22.312
52:04.2,22.312
52:11.0,22.312
52:17.8,22.312
52:24.7,22.312
52:31.5,22.312
52:38.3,22.25
52:45.2,22.312
52:52.0,22.25
52:58.8,22.312
53:05.7,22.312
53:12.5,22.312
53:19.3,22.25
53:26.1,22.25
53:32.9,22.312
53:39.7,22.25
53:46.6,22.25
53:53.4,22.25
54:00.2,22.25
54:07.1,22.25
54:13.9,22.25
54:20.7,22.25
54:27.6,22.25
54:34.4,22.25
54:41.2,22.25
54:48.1,22.25
54:54.9,22.25
55:01.7,22.25
55:08.5,22.25
55:15.3,22.25
55:22.1,22.25
55:29.0,22.25
55:35.8,22.25
55:42.6,22.25
55:49.5,22.25
55:56.3,22.25
56:03.1,22.25
56:10.1,22.25
56:16.9,22.25
56:23.7,22.25
56:30.5,22.25
56:37.3,22.25
56:44.1,22.25
56:50.9,22.25
56:57.7,22.25
57:04.5,22.25
